transformation_code,variable,variable_field
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_heavy_freight_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Natural Gas,energy_consumption_trns_road_heavy_freight_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Consumption from Transportation,energy_consumption_trns_road_heavy_regional
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_heavy_regional_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_heavy_regional_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_heavy_regional_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Natural Gas,energy_consumption_trns_road_heavy_regional_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Consumption from Transportation,energy_consumption_trns_road_light
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_light_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_light_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_light_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Total Energy Consumption from Transportation,energy_consumption_trns_total
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Consumption from Transportation,energy_consumption_trns_water_borne
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_water_borne_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_kerosene
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_kerosene
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_CONDITIONAL,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_aviation
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_powered_bikes
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_public
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_rail_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_rail_passenger
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_road_heavy_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_road_heavy_regional
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_road_light
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_water_borne
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_aviation
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_powered_bikes
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_public
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_rail_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_rail_passenger
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_road_heavy_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_road_heavy_regional
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_road_light
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_water_borne
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_aviation
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_powered_bikes
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_public
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_rail_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_rail_passenger
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_road_heavy_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_road_heavy_regional
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_road_light
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_water_borne
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,emission_co2e_subsector_total_trns,emission_co2e_subsector_total_trns
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_aviation
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Kerosene,energy_consumption_trns_aviation_kerosene
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_powered_bikes
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_powered_bikes_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_public
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_public_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_public_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_public_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Natural Gas,energy_consumption_trns_public_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_rail_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_rail_freight_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_rail_passenger
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_rail_passenger_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_road_heavy_freight
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_heavy_freight_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_heavy_freight_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_heavy_freight_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Natural Gas,energy_consumption_trns_road_heavy_freight_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_road_heavy_regional
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_heavy_regional_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_heavy_regional_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_heavy_regional_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Natural Gas,energy_consumption_trns_road_heavy_regional_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_road_light
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_light_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_light_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_light_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Total Energy Consumption from Transportation,energy_consumption_trns_total
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Consumption from Transportation,energy_consumption_trns_water_borne
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_water_borne_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_kerosene
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_natural_gas
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_biofuels
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_diesel
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_gasoline
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_kerosene
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_LEP,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_natural_gas
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_road_light
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_road_light
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_road_light
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,emission_co2e_subsector_total_trns,emission_co2e_subsector_total_trns
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Electrical Energy Consumption from Transportation,energy_consumption_electricity_trns_road_light
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Total Electrical Energy Consumption from Transportation,energy_consumption_electricity_trns_total
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Energy Consumption from Transportation,energy_consumption_trns_road_light
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_light_biofuels
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_light_diesel
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Transportation Modal Energy Consumption from Electricity,energy_consumption_trns_road_light_electricity
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_light_gasoline
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Total Energy Consumption from Transportation,energy_consumption_trns_total
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_biofuels
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_diesel
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_electricity
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_gasoline
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_biofuels
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_diesel
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_electricity
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_gasoline
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Total Vehicle Distance Traveled,vehicle_distance_traveled_trns_road_light
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Vehicle Distance Traveled from Biofuels,vehicle_distance_traveled_trns_road_light_biofuels
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Vehicle Distance Traveled from Diesel,vehicle_distance_traveled_trns_road_light_diesel
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Vehicle Distance Traveled from Electricity,vehicle_distance_traveled_trns_road_light_electricity
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Vehicle Distance Traveled from Gasoline,vehicle_distance_traveled_trns_road_light_gasoline
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,emission_co2e_subsector_total_trns,emission_co2e_subsector_total_trns
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Electrical Energy Consumption from Transportation,energy_consumption_electricity_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Total Electrical Energy Consumption from Transportation,energy_consumption_electricity_trns_total
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Energy Consumption from Transportation,energy_consumption_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_light_biofuels
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_light_diesel
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Modal Energy Consumption from Electricity,energy_consumption_trns_road_light_electricity
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Modal Energy Consumption from Gasoline,energy_consumption_trns_road_light_gasoline
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Total Energy Consumption from Transportation,energy_consumption_trns_total
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_biofuels
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_diesel
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_electricity
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Energy Demand by Fuel in Transportation,energy_demand_enfu_subsector_total_pj_trns_fuel_gasoline
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_biofuels
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_diesel
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_electricity
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Value of Fuel Consumed in Transportation,totalvalue_enfu_fuel_consumed_trns_fuel_gasoline
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Vehicle Distance Traveled from Biofuels,vehicle_distance_traveled_trns_road_light_biofuels
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Vehicle Distance Traveled from Diesel,vehicle_distance_traveled_trns_road_light_diesel
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Vehicle Distance Traveled from Electricity,vehicle_distance_traveled_trns_road_light_electricity
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Vehicle Distance Traveled from Gasoline,vehicle_distance_traveled_trns_road_light_gasoline
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,:math:\text{CH}_4 Emissions from Transportation,emission_co2e_ch4_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,:math:\text{CO}_2 Emissions from Transportation,emission_co2e_co2_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,:math:\text{N}_2\text{O} Emissions from Transportation,emission_co2e_n2o_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,emission_co2e_subsector_total_trns,emission_co2e_subsector_total_trns
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,Electrical Energy Consumption from Transportation,energy_consumption_electricity_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,Total Electrical Energy Consumption from Transportation,energy_consumption_electricity_trns_total
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,Energy Consumption from Transportation,energy_consumption_trns_road_light
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Biofuels,energy_consumption_trns_road_light_biofuels
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Diesel,energy_consumption_trns_road_light_diesel
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_CONDITIONAL,Transportation Modal Energy Consumption from Electricity,energy_consumption_trns_road_light_electricity
